# Source: US Social Security Administration, national baby name data, male births 1975-2025 (public domain).
# https://www.ssa.gov/oact/babynames/limits.html
# Columns b1975..b2025 are births in each five-year bucket starting that year, divided by 10 and rounded.
# Written by tools/fetch-data.mjs. Do not edit by hand.
name,b1975,b1980,b1985,b1990,b1995,b2000,b2005,b2010,b2015,b2020,b2025
Zacharias,5,9,12,20,20,25,26,27,37,22,3
Akil,21,19,13,33,29,23,20,14,18,14,2
Juanpablo,2,3,3,6,12,20,54,49,31,23,4
Kit,15,16,10,9,7,7,5,7,35,75,20
Kylar,0,0,0,4,20,22,31,47,49,29,3
Nicky,59,37,21,23,16,13,14,6,7,7,1
Gavriel,3,4,7,7,11,18,28,34,38,43,12
Taran,5,5,6,37,43,25,26,23,18,15,4
Jansen,8,12,15,24,30,25,24,21,24,20,3
Kekoa,7,6,9,13,17,24,29,30,33,31,6
Vikram,9,14,16,15,19,28,25,25,24,25,4
Tyran,18,12,15,22,35,27,28,22,14,11,1
Yazan,0,1,2,7,11,17,18,28,42,59,19
Jihad,7,13,17,33,35,35,21,17,13,11,2
Mayer,7,8,12,12,16,16,23,26,33,43,8
Bradon,6,13,20,25,35,41,40,15,5,2,1
Eros,1,0,0,2,10,20,25,28,39,64,15
Yariel,0,0,0,3,1,9,40,55,49,39,8
Zebulon,31,37,24,22,20,17,12,13,14,12,2
Demarius,2,10,14,31,26,28,34,28,19,9,2
Granger,2,1,2,3,4,4,7,12,61,97,10
Maceo,13,9,7,9,17,17,22,29,38,35,7
Codi,2,5,26,70,40,19,12,8,9,10,1
Neftali,12,13,16,17,25,29,29,20,21,17,5
Reno,16,14,14,31,49,21,14,14,13,14,2
Jerrick,11,19,26,30,24,23,23,20,17,8,1
Rush,6,6,7,9,6,7,19,28,38,63,13
Levar,95,31,19,8,11,13,10,7,5,2,0
Ozzie,7,7,13,11,8,12,18,23,32,59,12
Jonny,11,11,14,20,19,26,32,29,20,18,3
Tj,14,24,30,23,19,19,19,19,16,16,3
Journey,0,1,1,2,11,15,21,36,52,54,8
Kaius,0,0,0,0,0,0,5,21,60,93,22
Raj,11,14,15,22,28,37,22,22,16,13,2
Caine,6,5,5,12,22,21,30,27,31,37,5
Billie,53,48,27,24,14,11,9,6,4,4,1
Eliott,6,8,11,14,13,15,24,32,36,36,6
Mychal,9,22,65,43,15,15,12,10,7,3,1
Conan,26,22,10,9,14,13,13,22,27,35,10
Loki,0,0,0,0,1,7,23,40,58,63,9
Lamonte,23,17,19,32,26,22,21,18,12,9,2
Izan,0,0,0,0,0,1,3,12,43,115,27
Rondell,28,27,28,28,22,18,18,14,10,6,1
Zaine,0,0,2,5,13,21,33,41,45,36,5
Leopold,7,5,5,5,7,13,21,30,51,48,8
Clemente,20,22,20,24,26,24,21,14,14,11,2
Amanda,36,51,65,28,11,6,3,1,0,0,0
Zymir,0,0,0,0,1,8,18,29,38,81,25
Eriberto,20,21,25,34,32,31,22,7,5,4,1
Kevan,28,30,42,34,21,18,11,7,6,4,0
Pharaoh,1,0,0,1,4,6,13,25,77,66,7
Armin,9,6,8,8,19,25,23,26,32,36,7
Treyson,0,0,0,2,8,22,39,51,39,33,5
Merritt,10,9,12,9,10,12,15,25,45,41,12
Fransisco,24,24,21,28,25,30,23,10,7,5,1
Stephanie,33,46,55,38,15,7,4,1,0,0,0
Talen,0,1,2,8,10,17,75,46,22,17,2
Asad,3,6,10,17,19,24,21,22,28,40,8
Esau,9,11,13,18,19,30,35,23,18,19,4
Freeman,24,26,22,24,20,18,18,15,15,14,3
Tito,33,25,24,22,20,17,19,15,12,10,3
Davi,3,4,4,4,5,6,21,34,44,61,12
Markeith,19,24,33,39,21,18,16,12,10,6,1
Tyshaun,2,6,9,17,27,38,45,26,16,11,1
Stanton,20,23,28,30,22,15,13,14,17,13,3
Hosea,18,13,16,17,14,15,14,26,29,29,7
Graydon,6,6,9,11,16,22,39,41,32,15,2
Abhinav,0,0,0,4,13,36,58,45,27,12,1
Evans,14,17,20,17,15,16,17,20,22,32,7
Jereme,53,51,38,23,11,7,7,5,2,0,0
Kyzer,0,0,0,0,2,6,12,14,70,81,12
Zuriel,1,2,1,5,18,26,33,36,28,37,10
Quadir,3,4,5,9,16,39,37,22,20,40,3
Azaiah,0,0,0,0,1,3,7,19,44,88,35
Jeb,31,32,21,17,18,27,16,13,12,9,1
Zacchaeus,3,4,8,14,23,31,30,28,24,26,6
Elyjah,0,0,0,1,13,29,41,45,33,31,5
Benji,45,12,4,5,4,6,8,14,32,53,14
Xavian,0,0,3,6,10,24,35,35,32,41,9
Carsyn,0,0,0,0,1,10,28,55,55,40,6
Breck,8,8,11,11,7,14,23,36,38,36,4
Kevyn,4,6,12,24,25,33,42,28,13,7,1
Tahir,10,7,6,13,21,25,26,20,25,38,5
Tyreese,8,8,14,21,32,48,30,17,10,7,1
Ved,0,0,0,0,1,9,22,30,49,66,19
Gabino,14,12,17,24,27,25,21,19,15,18,3
Antwone,19,20,23,18,13,31,36,20,9,5,2
Malique,0,0,1,13,54,45,34,22,15,11,1
Kiefer,0,0,13,66,31,24,32,17,9,3,1
Niall,5,5,9,17,16,18,15,23,35,43,10
Emmit,4,4,3,5,8,11,18,56,52,30,4
Carnell,30,27,24,24,17,14,25,18,10,5,1
Quran,5,6,8,23,36,29,32,21,18,14,2
Jaxsen,0,0,0,0,2,10,26,66,58,29,4
Khyree,0,0,1,6,13,20,14,25,48,61,8
Kobi,2,0,3,6,23,39,25,20,27,44,6
Jomar,5,7,8,15,18,22,57,29,20,12,3
Bryar,0,0,0,13,15,21,21,39,42,34,8
Bryden,1,2,3,4,10,17,35,65,38,18,3
Lauren,20,40,54,28,18,16,9,5,3,2,0
Tavis,32,25,17,25,31,24,20,11,6,4,1
Jeronimo,10,10,9,13,13,18,21,28,33,31,8
Kolter,0,0,2,5,4,6,13,19,21,78,48
Armond,20,23,20,22,27,27,19,15,12,8,2
Mahlon,15,15,14,18,20,21,21,21,23,22,4
Viraj,0,1,2,5,8,11,14,23,49,68,14
Timmothy,40,33,35,26,22,14,13,6,2,3,1
Aizen,0,0,0,0,0,0,6,31,49,89,20
Baltazar,11,14,18,23,24,26,24,17,15,17,5
Geronimo,19,18,14,16,21,20,24,19,22,19,3
Simcha,6,6,9,15,14,16,23,26,34,35,9
Tyrin,3,1,3,21,44,34,33,23,17,13,2
Mamadou,0,0,0,6,15,31,35,30,33,34,9
Hashim,13,8,8,11,13,17,19,29,38,29,8
Murray,27,24,18,17,13,11,12,17,24,25,5
Tyrique,0,1,3,14,62,50,29,14,10,9,2
Franklyn,17,21,26,26,24,18,21,14,13,11,2
Naftali,8,8,11,12,13,14,30,24,31,35,6
Nikolaos,19,14,15,12,16,18,22,23,21,25,5
Yechiel,5,7,9,10,13,19,24,31,31,33,8
Andrae,32,52,25,16,10,11,16,13,9,5,1
Rony,6,9,15,20,23,24,30,21,20,21,4
Dontavious,0,5,17,40,31,31,26,18,13,9,1
Long,15,37,36,28,19,21,10,15,4,6,1
Gionni,0,0,0,1,4,7,15,57,56,48,5
Terrel,16,20,38,38,29,19,14,7,6,4,0
Westen,0,2,2,4,6,9,17,39,36,58,16
Salim,13,14,12,14,17,18,20,24,27,26,6
Lenox,1,1,1,0,2,3,9,28,56,77,14
Alston,4,6,9,20,27,22,25,30,30,16,2
Brook,45,34,25,25,17,10,9,9,7,7,2
Weldon,29,26,21,18,13,12,13,14,20,21,5
Konstantinos,24,20,15,13,14,17,20,23,20,22,3
Demetrios,30,24,18,21,18,24,19,16,11,8,2
Blaize,0,2,3,10,15,34,30,35,30,26,6
Nabil,8,10,14,19,21,24,22,21,24,22,5
Jireh,0,0,1,4,7,10,13,19,18,90,27
Jrue,0,0,0,0,0,0,1,17,33,108,30
Saleem,15,18,13,14,16,17,20,22,26,25,5
Avian,1,1,3,4,7,17,32,33,43,41,10
Marquan,1,2,7,28,39,35,32,21,14,11,1
Stevan,21,24,28,30,21,20,15,13,9,6,1
Alen,6,9,10,15,17,30,33,24,20,22,4
Kedrick,27,25,23,22,24,22,18,13,9,6,1
Tyre,10,12,13,34,40,30,21,12,8,7,1
Faustino,19,19,21,28,22,24,19,15,11,9,2
Geraldo,24,24,38,37,20,16,13,8,5,4,1
Auden,1,0,0,3,5,13,23,35,51,49,9
Domonique,5,12,32,61,30,14,10,9,8,6,1
Lavell,21,21,24,26,19,18,19,16,14,9,1
Chayton,0,0,0,3,20,44,34,41,30,15,2
Chadd,39,40,45,31,17,8,4,2,2,0,0
Olivier,5,7,7,11,12,17,32,34,32,27,5
Nehemias,1,4,2,5,6,11,25,30,48,45,11
Tavin,0,2,3,15,15,23,51,48,21,10,2
Jahari,1,1,0,3,9,24,32,33,33,41,10
Fritz,21,19,18,15,13,13,14,19,25,26,5
Lavar,61,34,24,11,11,17,14,8,6,2,1
Domenick,15,14,17,23,24,25,27,19,12,10,2
Kolin,3,5,10,19,27,34,31,27,20,10,2
Artemio,17,19,18,24,23,25,21,13,12,12,3
Devion,0,1,7,21,33,44,35,24,13,9,1
Isacc,8,11,10,15,25,37,35,24,12,9,1
Yohan,0,2,1,3,4,10,21,36,37,56,16
Braxten,0,0,0,2,6,13,31,47,51,32,5
Jourdan,2,10,21,37,36,28,19,15,11,8,1
Kc,11,20,31,33,23,17,16,12,12,11,2
Cyle,8,14,36,49,31,20,16,8,3,1,1
Tramaine,17,35,31,25,14,13,15,18,10,7,1
Brooklyn,1,1,3,5,9,19,46,34,37,29,4
Sampson,13,14,17,17,20,17,19,19,26,22,3
Ender,0,0,0,1,2,5,14,39,56,60,9
Christain,7,8,12,27,39,36,28,17,8,3,1
Iverson,1,0,1,1,6,33,24,15,34,57,13
Ellison,6,5,10,9,7,10,14,26,47,42,10
Ryden,0,0,0,0,1,7,23,54,57,38,5
Nicolai,4,5,8,13,15,18,28,30,31,28,5
Rohit,9,10,14,20,29,48,32,14,7,2,0
Kalin,5,11,20,33,34,21,20,19,14,9,1
Riaan,0,0,0,0,0,0,1,15,90,70,9
Daylin,1,1,2,6,14,28,39,37,27,27,4
Johannes,8,13,14,15,20,18,20,21,27,23,5
Abbas,4,5,7,7,12,18,23,29,40,34,6
Abdullahi,0,0,0,1,9,20,31,48,43,30,4
Tylen,0,0,1,4,10,19,28,38,33,41,10
Divine,1,2,6,12,19,22,23,22,24,45,7
Izak,0,1,2,7,20,39,48,33,19,15,2
Sulaiman,5,5,4,7,9,11,14,26,40,52,11
Baxter,5,5,12,17,21,20,21,30,31,18,4
Saeed,9,10,12,16,18,19,23,27,25,22,5
Waleed,11,10,11,17,25,26,21,23,20,18,4
Aziz,5,9,10,12,18,16,17,24,28,37,8
Arie,7,9,9,16,15,13,15,26,32,38,6
Derrik,12,24,34,45,24,16,13,7,5,3,0
Levy,9,11,11,12,11,12,15,22,29,44,10
Holland,8,9,8,9,9,10,15,20,28,53,14
Demitrius,14,14,17,28,25,25,26,16,11,7,1
Kolbe,0,0,1,5,17,38,23,26,28,36,8
Farhan,2,6,9,11,17,19,27,27,28,30,7
Valentine,14,16,15,14,16,12,15,16,23,32,9
Demetric,35,29,23,28,17,16,12,9,7,5,1
Jamarius,0,1,6,20,28,37,44,23,13,11,1
Akhil,0,1,4,8,17,35,44,39,23,11,2
Amon,12,10,9,11,17,22,25,19,23,28,4
Germaine,43,37,19,20,16,14,12,10,5,4,1
Axle,0,0,1,1,1,1,7,30,67,63,10
Rashon,18,21,23,29,25,23,17,12,8,5,1
Lamarr,29,32,29,22,17,12,12,14,10,5,1
Makari,0,0,0,0,1,6,10,19,31,89,26
Daemon,5,1,1,5,13,24,25,26,25,47,10
Jaylyn,0,0,0,6,25,41,51,28,15,13,2
Kanan,0,0,0,3,5,4,7,6,50,87,19
Akshay,0,2,4,15,29,36,38,26,19,11,1
Griffen,0,0,4,8,39,42,34,23,16,14,2
Haris,0,2,5,10,21,29,26,23,30,29,6
Cordero,0,0,89,37,11,5,10,13,8,6,1
Demetrio,15,18,17,19,23,26,23,15,13,11,2
Jamere,0,2,10,11,10,20,37,41,25,22,3
Khaza,0,0,0,0,0,0,0,1,44,119,17
Shaya,2,2,4,6,6,12,16,25,40,53,14
Jalin,0,0,0,15,44,62,33,11,7,6,1
Niam,0,0,0,1,1,3,4,22,68,70,13
Sandy,39,37,32,22,16,9,8,6,5,5,1
Dalen,6,5,8,13,29,41,32,19,13,12,2
Jalyn,0,0,0,9,34,55,42,20,11,9,1
Jarius,3,9,12,24,32,38,26,18,10,6,2
Ryon,22,23,28,25,19,17,16,12,11,7,0
Carmello,0,0,1,2,1,10,46,63,27,26,4
Collins,10,12,16,14,15,15,16,26,26,27,5
Takoda,0,0,0,2,33,28,33,25,27,27,4
Tyriq,0,0,0,9,50,44,22,15,20,16,3
Rayvon,4,8,14,26,26,28,23,21,16,12,2
Paden,0,0,26,30,25,28,27,19,13,9,2
Rahim,19,14,15,18,18,14,15,17,20,22,7
Haydn,0,1,2,12,23,45,44,24,15,12,2
Roshan,6,11,11,13,16,29,29,26,19,16,3
Edrick,14,14,9,11,11,13,17,15,33,33,9
Jayshawn,0,0,1,6,12,34,50,39,19,14,3
Gamaliel,12,12,12,16,17,25,24,19,21,17,4
Conley,7,8,7,9,12,14,18,35,33,30,5
Thane,11,11,11,14,16,20,21,24,25,20,3
Saleh,3,6,7,12,13,15,22,24,35,36,6
Rigo,6,12,13,20,21,23,31,19,16,14,3
Anand,19,24,19,14,18,21,19,13,15,12,2
Carlin,11,17,19,24,23,17,21,17,16,9,1
Hershel,18,16,15,14,13,16,20,19,19,22,5
Melissa,50,53,39,17,9,4,3,0,1,0,0
Dayvon,0,3,9,23,26,29,26,18,11,26,5
Rudra,0,0,0,0,0,4,22,31,47,57,15
Charlton,27,24,28,23,17,16,16,11,8,6,2
Vinson,23,18,22,24,18,15,17,16,15,9,2
Michelle,44,44,38,24,12,9,5,2,0,0,0
Markanthony,6,14,25,30,39,28,15,9,6,4,1
Meyer,7,4,7,8,9,10,18,25,35,46,10
Kohl,0,3,6,23,32,44,28,17,13,8,2
Jasir,0,0,0,0,2,15,35,29,32,55,8
Baruch,7,10,12,13,16,15,18,24,23,32,6
Kordell,0,1,4,6,58,26,24,21,17,17,3
Odell,29,29,22,23,14,10,10,8,16,13,2
Seneca,52,38,10,6,9,14,16,10,12,9,2
Clive,6,7,8,12,8,8,21,31,38,31,6
Napoleon,24,25,29,22,17,18,13,12,9,6,2
Philippe,24,26,25,22,19,17,13,10,10,8,1
Ameen,6,5,6,12,15,21,26,26,26,27,6
Christen,18,18,25,25,19,23,16,12,11,8,1
Nickolaus,13,27,26,31,30,22,17,6,4,0,0
Yousuf,0,1,2,5,7,18,18,30,41,44,9
Kelan,3,7,8,13,16,18,51,28,18,11,2
Laine,5,5,7,10,19,21,21,18,29,36,3
Javaris,4,11,23,33,25,20,24,17,11,8,1
Zyan,0,0,0,0,6,14,20,28,38,58,11
Geovany,1,2,6,17,20,27,39,29,18,14,2
Nino,12,10,10,19,20,21,20,17,21,23,3
Lucus,17,25,13,17,19,19,23,20,12,7,1
Maddex,0,0,0,0,0,4,32,62,45,29,3
Zade,0,0,2,3,7,18,27,33,30,44,11
Jarrad,33,39,41,29,18,7,4,3,1,0,0
Ronnell,24,25,26,28,18,16,14,10,9,4,1
Kiernan,1,3,6,13,21,32,33,25,20,17,3
Yousif,0,1,3,4,7,15,17,40,47,34,6
Price,7,9,12,12,14,17,23,24,25,26,6
Karlos,17,15,13,16,13,20,23,22,16,16,2
Brandy,42,31,26,17,12,12,14,9,6,4,1
Usman,1,7,10,14,18,16,17,17,21,42,11
Abdulaziz,1,5,6,8,14,14,15,37,42,27,5
Javien,0,0,1,3,9,25,51,42,23,18,2
Jayquan,0,0,5,23,35,39,33,17,12,7,1
Savon,0,0,0,37,51,29,17,11,13,12,3
Dajon,0,2,8,29,41,35,24,15,9,8,1
Jacquez,0,1,5,18,52,52,18,12,10,6,1
Nicola,21,15,17,21,21,19,16,11,13,16,3
Brien,30,32,28,25,21,15,10,5,4,2,1
Merle,36,30,20,16,13,11,10,8,10,14,3
Amadeus,0,0,7,7,10,14,18,22,35,49,10
Aslan,1,1,0,1,4,4,17,19,28,69,28
Demian,20,5,2,3,6,16,31,34,22,27,5
Pascual,12,15,18,21,17,20,18,15,15,18,3
Drayton,4,4,6,12,21,25,31,27,20,17,5
Aayden,0,0,0,0,0,2,24,75,57,12,1
Huy,9,35,27,25,21,16,15,11,7,5,1
Sire,0,0,0,0,1,3,11,24,52,68,12
Chuck,68,33,24,14,8,6,5,3,5,3,1
Kartier,0,0,0,0,0,0,1,8,32,112,19
Khalif,9,12,15,24,21,16,14,20,21,16,2
Wilber,6,6,10,19,18,26,30,21,17,16,3
Flint,10,10,12,9,8,8,10,23,39,36,6
Kaycen,0,0,0,0,0,0,4,18,47,80,24
Margarito,22,22,21,27,21,18,17,9,8,6,2
Niklas,2,6,10,17,32,37,32,19,11,6,1
Colsen,0,0,0,0,0,4,9,13,17,76,52
Heber,6,9,9,12,17,25,34,25,15,16,3
Taven,0,0,1,5,8,17,55,47,21,15,2
Arrow,1,0,1,2,3,2,6,18,69,62,8
Shaurya,0,0,0,0,0,5,21,37,49,43,16
Jakoby,0,0,0,2,8,19,33,44,37,26,3
Amador,20,17,18,21,22,19,15,14,12,11,2
Jhon,9,8,10,15,17,22,27,17,14,26,6
Zacharia,10,12,19,24,23,23,25,15,11,7,2
Jermain,33,41,24,18,12,12,14,8,6,2,1
Haziel,0,0,0,1,2,8,26,20,27,55,32
Patric,12,14,31,51,31,13,8,6,3,1,0
Antone,27,25,21,25,17,16,15,10,8,5,1
Teodoro,18,17,16,17,17,17,15,11,15,23,5
Alexandros,8,9,13,18,17,18,22,23,20,18,5
Roque,17,16,15,21,20,21,18,15,16,12,2
Dixon,6,7,8,11,15,15,19,31,32,23,4
Vishal,8,19,26,25,29,28,21,9,4,2,1
Mavrick,0,0,2,6,9,13,21,21,41,49,7
Jameer,0,0,1,4,8,19,42,46,26,22,3
Daryn,17,17,18,24,22,21,20,15,11,4,1
Sai,0,5,7,8,10,15,26,26,30,35,9
Jhett,0,0,0,1,4,7,15,28,51,54,10
Matheus,0,0,1,3,9,27,39,27,27,30,7
Izael,0,0,0,0,3,5,9,14,16,90,34
Jashua,10,23,31,25,19,18,22,11,5,4,1
Alexi,8,9,10,17,24,25,28,19,13,14,2
Ryu,0,0,1,1,7,13,24,42,33,42,6
Edmundo,22,23,19,22,20,20,16,10,8,8,1
Jefferey,37,40,34,25,13,8,6,5,2,0,0
Cutter,0,1,6,8,20,31,33,26,20,19,5
Holt,2,2,6,7,10,11,20,27,36,40,8
Damonte,0,0,4,22,36,33,30,19,13,10,2
Kadence,0,0,0,0,1,13,23,34,40,49,8
Johathan,21,45,52,23,12,9,4,2,0,0,0
Terrion,0,1,6,11,18,34,36,28,20,13,3
Tymir,0,0,0,2,11,22,23,20,25,54,11
Kalob,1,3,6,20,30,49,33,19,5,2,1
Cayde,0,0,0,0,2,4,5,8,54,82,13
Damond,36,12,11,23,24,23,15,10,8,5,1
Lenin,6,8,7,10,13,17,23,18,34,27,4
Jabril,1,1,8,24,23,23,22,18,25,20,2
Kacen,0,0,0,0,0,4,10,32,63,49,11
Javeon,0,0,0,2,9,33,49,38,19,16,2
Sammuel,9,11,17,18,17,20,28,20,13,13,2
Cavan,4,8,8,11,13,25,34,28,20,14,3
Esequiel,19,22,18,21,24,19,17,10,8,9,1
Zaidyn,0,0,0,0,0,0,11,44,52,53,8
Arsenio,6,13,65,32,8,6,8,10,8,10,2
Silvestre,12,12,16,26,25,23,20,12,10,9,2
Bayron,1,1,3,7,8,9,36,36,32,31,4
Jahaziel,0,1,4,8,11,17,24,25,29,42,8
Eliazar,8,10,11,17,15,20,22,18,19,21,4
Kejuan,4,5,8,17,27,43,30,14,10,7,1
Taurus,49,25,14,14,18,14,12,8,7,6,1
Hal,34,28,26,16,10,10,6,8,10,15,4
Vivek,9,15,17,21,24,33,24,13,7,4,0
Garren,8,16,18,19,20,28,23,17,12,5,1
Aleksandr,2,3,5,14,19,17,21,29,28,23,4
Bartholomew,29,29,27,16,11,8,7,7,13,16,4
Tysen,4,6,8,4,10,28,36,33,21,13,2
Bakari,13,11,11,15,19,15,14,11,19,30,9
Mahir,1,1,1,2,6,10,18,23,36,55,13
Pasquale,30,26,23,18,17,15,11,9,9,7,2
Abdallah,2,4,6,9,17,22,23,25,30,22,6
Kyden,0,0,0,0,1,9,24,47,45,35,4
Alister,0,1,4,2,4,5,12,26,48,54,10
Camari,0,0,0,0,3,16,31,33,34,41,9
Tenzin,0,0,0,1,8,17,27,38,38,29,6
Adair,3,2,3,4,10,24,41,30,19,22,7
Jerron,14,20,22,26,19,19,16,12,10,5,1
Corry,40,31,31,23,12,9,7,5,4,2,0
Filiberto,16,19,20,26,23,23,17,11,5,5,1
Elie,8,11,15,14,15,19,22,24,17,17,3
Jaison,19,17,10,9,16,21,25,19,15,12,2
Orson,7,4,5,2,4,5,9,19,40,58,13
Quincey,19,12,12,17,16,22,20,18,13,13,2
Jasai,0,0,0,0,0,2,8,10,23,50,72
Terance,27,29,31,27,17,10,9,8,4,3,0
Asael,1,3,3,7,10,23,30,29,23,26,9
Mick,12,14,16,22,14,14,17,16,18,19,2
Jawad,3,5,5,9,11,17,21,24,31,31,8
Corben,0,0,3,11,17,27,34,35,25,12,2
Javontae,0,0,1,17,27,32,37,19,14,15,3
Danielle,29,38,45,23,13,9,4,2,0,0,0
Ayub,0,0,0,0,6,16,27,33,41,33,9
Darby,24,13,15,17,19,18,16,18,12,8,1
Krystian,0,1,4,13,21,27,39,26,18,14,2
Sandro,24,11,9,10,14,20,19,15,14,21,5
Tylar,0,2,7,29,45,34,22,10,8,5,1
Rubin,27,20,22,19,16,16,12,11,10,9,2
Cortland,5,7,13,23,27,17,16,25,18,12,3
Karam,1,1,1,3,5,9,10,26,44,51,11
Kimani,13,6,3,21,30,21,19,18,16,14,3
Zamari,0,0,0,0,1,5,17,30,39,58,12
Jarek,3,3,11,22,28,32,24,22,10,6,2
Bobbie,44,37,28,18,12,7,6,5,3,2,1
Bennet,1,3,6,7,12,15,19,24,30,36,10
Dondre,4,3,7,52,50,15,9,7,9,5,1
Kysen,0,0,0,0,0,4,13,25,51,58,11
Sven,13,12,13,12,14,14,14,18,24,25,3
Dannie,31,25,20,18,17,14,10,10,8,9,2
Danthony,0,3,9,17,23,25,33,26,14,11,1
Teague,6,7,6,10,12,20,36,31,21,13,2
Viaan,0,0,0,0,0,0,0,23,75,59,6
Broden,0,0,0,2,8,24,56,43,20,9,1
Esdras,1,3,5,8,13,17,20,21,30,36,8
Toney,26,28,27,24,16,13,9,8,5,4,1
Sasha,13,14,14,14,15,16,18,13,15,25,5
Shakur,0,0,1,16,38,25,15,12,22,30,3
Fahad,1,8,8,13,16,17,13,22,29,29,6
Che,33,18,12,16,16,19,19,11,9,7,1
Coltyn,0,0,1,6,9,12,30,50,32,17,3
Giovany,0,1,5,9,18,26,46,37,12,6,2
Natan,3,5,6,8,11,17,22,24,30,29,6
Ubaldo,12,13,16,22,21,25,22,13,10,8,1
Shamus,22,16,12,15,20,20,31,14,8,3,1
Treshawn,0,0,1,13,28,30,36,28,13,11,2
Agastya,0,0,0,0,0,1,10,18,33,74,25
Raylen,0,0,0,1,3,5,9,43,45,46,10
Jerrad,27,39,40,26,17,7,3,2,1,0,0
Ori,3,3,6,8,9,13,21,24,29,38,8
Rosario,23,19,18,21,18,16,13,9,10,11,2
Abiel,2,3,5,8,11,13,22,27,31,29,10
Fynn,0,0,0,0,0,6,14,31,52,50,7
Ibraheem,1,1,4,6,11,18,26,31,29,27,5
Stryker,0,0,0,1,4,5,20,44,46,34,5
Nicole,35,42,41,19,9,8,5,1,1,0,0
Renaldo,22,48,29,15,11,7,10,9,6,4,1
Eoin,1,3,3,7,14,25,26,24,27,27,5
Ivaan,0,0,0,0,0,1,0,4,41,93,22
Teegan,0,0,0,1,3,16,44,47,30,17,3
Jerell,7,15,37,30,16,17,16,9,7,4,1
Barton,42,37,32,16,7,7,5,4,6,2,1
Christina,30,36,49,27,9,5,2,1,0,0,0
Kemari,0,0,0,0,4,15,38,34,27,33,8
Ulices,1,1,4,10,17,27,29,14,23,28,4
Brodrick,15,19,20,24,19,14,18,14,10,4,2
Jacinto,15,18,18,19,16,17,14,12,10,16,4
Macario,13,14,13,13,15,15,20,16,19,18,3
Octavious,10,11,16,24,23,17,18,12,14,12,2
Dyson,1,0,1,4,9,25,36,39,27,15,2
Emily,10,23,29,19,19,26,14,8,5,4,1
Aurelius,3,2,2,1,2,7,10,20,26,65,23
Carrington,0,6,22,30,27,24,15,14,10,8,1
Dashon,6,8,12,29,30,26,20,13,10,6,1
Raziel,0,1,4,12,6,18,21,24,28,37,7
Rojelio,24,27,22,24,17,15,12,8,5,4,1
Stellan,0,0,0,0,1,2,11,26,43,55,19
Kamar,3,3,6,7,13,23,38,29,18,18,2
Azai,0,0,0,0,0,0,2,7,32,87,31
Gio,0,0,0,0,0,2,9,19,32,76,20
Dempsey,8,7,7,7,9,7,13,35,33,28,4
Shulem,2,2,5,7,8,14,22,27,27,37,8
Anthoney,20,20,22,22,21,16,18,11,4,3,0
Huck,0,0,0,0,0,1,7,26,57,58,8
Archibald,4,5,4,5,4,3,5,14,29,67,18
Alpha,6,6,3,5,10,18,24,20,27,31,7
Jeremi,23,21,21,18,11,12,17,14,10,8,2
Daunte,5,8,11,10,16,51,35,10,7,4,1
Keondre,0,0,1,13,27,40,30,18,13,13,2
Nery,1,2,9,10,11,13,56,27,13,13,3
Abran,11,15,11,16,17,22,25,21,10,7,1
Gabrial,13,10,6,9,17,29,40,23,7,2,0
Ashtin,0,0,3,7,12,35,39,25,19,14,2
Efraim,7,8,8,9,10,15,19,24,23,29,5
Yisrael,2,3,4,6,7,12,21,27,34,35,6
Dain,18,20,26,19,16,20,14,9,8,6,1
Shivam,0,0,3,13,32,30,24,22,18,12,3
Jacolby,0,2,16,27,25,25,21,17,13,8,2
Kross,0,0,0,0,6,6,7,8,20,90,18
Shae,8,6,17,29,27,20,19,10,7,11,1
Lakota,1,0,1,13,28,24,26,24,20,18,3
Marquell,3,6,18,26,30,23,18,14,11,8,1
Tayvon,1,2,4,13,22,26,31,22,16,18,3
Chozen,0,0,0,0,0,1,1,2,9,86,57
Davontae,0,0,1,27,29,30,27,17,14,10,2
Cru,0,0,0,1,0,2,11,26,41,64,11
Kristen,32,30,31,20,14,8,6,5,5,4,1
Anirudh,0,0,0,3,12,29,37,34,23,14,3
Ward,25,19,16,12,10,7,9,12,19,22,4
Pietro,17,14,14,12,15,12,14,16,19,18,4
Rivers,1,1,0,3,6,11,17,30,44,38,5
Stefon,2,7,22,35,33,15,11,10,9,9,2
Miquel,20,24,26,23,20,15,12,8,5,4,0
Saxon,1,2,9,19,17,17,21,20,23,22,4
Advik,0,0,0,0,0,2,9,25,56,50,13
Arley,5,5,8,13,5,6,8,29,31,35,9
Cord,7,6,28,34,17,12,10,19,11,9,2
